id,floresta
13418,3
13419,6
13420,3
13421,7
13422,3
13423,6
13424,4
13425,3
13426,4
13427,1
13428,5
13429,3
13430,6
13431,6
13432,1
13433,5
13434,1
13435,1
13436,3
13437,6
13438,3
13439,4
13440,5
13441,6
13442,2
13443,6
13444,3
13445,6
13446,6
13447,5
13448,6
13449,1
13450,6
13451,4
13452,4
13453,6
13454,6
13455,5
13456,7
13457,1
13458,4
13459,4
13460,4
13461,5
13462,3
13463,4
13464,7
13465,6
13466,2
13467,1
13468,3
13469,5
13470,7
13471,4
13472,5
13473,5
13474,5
13475,2
13476,6
13477,5
13478,1
13479,3
13480,7
13481,5
13482,2
13483,7
13484,4
13485,4
13486,5
13487,7
13488,5
13489,4
13490,5
13491,7
13492,2
13493,3
13494,1
13495,3
13496,6
13497,4
13498,3
13499,1
13500,7
13501,6
13502,2
13503,2
13504,4
13505,1
13506,7
13507,7
13508,1
13509,2
13510,1
13511,7
13512,4
13513,5
13514,7
13515,3
13516,3
13517,6
13518,5
13519,7
13520,6
13521,7
13522,7
13523,7
13524,5
13525,2
13526,6
13527,2
13528,4
13529,1
13530,4
13531,7
13532,1
13533,5
13534,2
13535,6
13536,2
13537,1
13538,1
13539,2
13540,4
13541,5
13542,4
13543,4
13544,4
13545,3
13546,5
13547,5
13548,6
13549,7
13550,6
13551,1
13552,1
13553,7
13554,3
13555,3
13556,6
13557,6
13558,5
13559,6
13560,7
13561,5
13562,1
13563,7
13564,6
13565,7
13566,4
13567,3
13568,6
13569,5
13570,1
13571,2
13572,1
13573,3
13574,3
13575,7
13576,7
13577,5
13578,6
13579,3
13580,6
13581,5
13582,3
13583,1
13584,1
13585,3
13586,7
13587,3
13588,2
13589,1
13590,7
13591,5
13592,6
13593,4
13594,5
13595,7
13596,6
13597,7
13598,7
13599,1
13600,5
13601,1
13602,4
13603,7
13604,5
13605,7
13606,1
13607,1
13608,1
13609,5
13610,1
13611,4
13612,5
13613,7
13614,6
13615,3
13616,4
13617,1
13618,1
13619,4
13620,5
13621,5
13622,2
13623,7
13624,5
13625,2
13626,6
13627,7
13628,2
13629,7
13630,4
13631,6
13632,5
13633,1
13634,1
13635,6
13636,4
13637,7
13638,1
13639,7
13640,5
13641,7
13642,6
13643,3
13644,4
13645,5
13646,5
13647,7
13648,3
13649,4
13650,3
13651,6
13652,4
13653,3
13654,1
13655,6
13656,7
13657,1
13658,7
13659,1
13660,7
13661,5
13662,1
13663,1
13664,1
13665,1
13666,7
13667,5
13668,4
13669,3
13670,5
13671,3
13672,4
13673,6
13674,1
13675,5
13676,2
13677,7
13678,6
13679,4
13680,1
13681,6
13682,5
13683,5
13684,7
13685,7
13686,5
13687,5
13688,5
13689,1
13690,4
13691,4
13692,6
13693,4
13694,2
13695,2
13696,4
13697,7
13698,5
13699,3
13700,4
13701,4
13702,7
13703,3
13704,6
13705,1
13706,2
13707,4
13708,4
13709,6
13710,4
13711,6
13712,6
13713,6
13714,2
13715,5
13716,7
13717,4
13718,5
13719,4
13720,2
13721,2
13722,3
13723,6
13724,2
13725,2
13726,4
13727,7
13728,2
13729,2
13730,2
13731,1
13732,4
13733,4
13734,7
13735,3
13736,1
13737,7
13738,1
13739,4
13740,3
13741,1
13742,7
13743,2
13744,1
13745,5
13746,5
13747,2
13748,7
13749,1
13750,3
13751,5
13752,4
13753,5
13754,4
13755,3
13756,1
13757,5
13758,2
13759,4
13760,6
13761,2
13762,4
13763,3
13764,7
13765,4
13766,2
13767,5
13768,2
13769,4
13770,2
13771,2
13772,4
13773,3
13774,1
13775,4
13776,4
13777,3
13778,2
13779,6
13780,1
13781,6
13782,7
13783,6
13784,1
13785,3
13786,1
13787,7
13788,3
13789,3
13790,7
13791,7
13792,5
13793,1
13794,3
13795,5
13796,1
13797,4
13798,5
13799,2
13800,3
13801,7
13802,2
13803,5
13804,7
13805,6
13806,2
13807,5
13808,6
13809,4
13810,6
13811,2
13812,2
13813,6
13814,1
13815,2
13816,5
13817,5
13818,7
13819,2
13820,1
13821,6
13822,1
13823,2
13824,7
13825,7
13826,7
13827,7
13828,2
13829,2
13830,3
13831,6
13832,3
13833,7
13834,5
13835,7
13836,2
13837,2
13838,2
13839,6
13840,6
13841,3
13842,2
13843,4
13844,6
13845,1
13846,2
13847,3
13848,7
13849,7
13850,6
13851,3
13852,7
13853,2
13854,5
13855,1
13856,6
13857,4
13858,7
13859,4
13860,2
13861,7
13862,7
13863,5
13864,1
13865,1
13866,2
13867,4
13868,1
13869,2
13870,2
13871,4
13872,5
13873,4
13874,3
13875,3
13876,4
13877,6
13878,3
13879,5
13880,1
13881,5
13882,2
13883,4
13884,4
13885,3
13886,2
13887,2
13888,7
13889,3
13890,4
13891,2
13892,2
13893,1
13894,2
13895,6
13896,6
13897,5
13898,6
13899,7
13900,5
13901,4
13902,6
13903,5
13904,2
13905,4
13906,2
13907,5
13908,7
13909,4
13910,5
13911,6
13912,3
13913,6
13914,5
13915,1
13916,4
13917,1
13918,6
13919,7
13920,3
13921,1
13922,6
13923,5
13924,2
13925,1
13926,4
13927,6
13928,7
13929,4
13930,5
13931,6
13932,4
13933,1
13934,1
13935,3
13936,4
13937,2
13938,2
13939,2
13940,5
13941,1
13942,5
13943,6
13944,1
13945,2
13946,6
13947,2
13948,2
13949,1
13950,1
13951,3
13952,4
13953,1
13954,6
13955,4
13956,7
13957,6
13958,3
13959,6
13960,3
13961,4
13962,3
13963,2
13964,2
13965,6
13966,2
13967,6
13968,4
13969,1
13970,3
13971,5
13972,3
13973,4
13974,7
13975,7
13976,2
13977,5
13978,6
13979,7
13980,4
13981,2
13982,5
13983,4
13984,5
13985,3
13986,2
13987,4
13988,1
13989,7
13990,1
13991,7
13992,1
13993,5
13994,2
13995,2
13996,6
13997,3
13998,1
13999,5
14000,1
14001,4
14002,2
14003,3
14004,6
14005,2
14006,3
14007,3
14008,1
14009,2
14010,5
14011,5
14012,1
14013,5
14014,4
14015,6
14016,3
14017,7
14018,6
14019,5
14020,6
14021,2
14022,2
14023,6
14024,6
14025,1
14026,5
14027,1
14028,5
14029,3
14030,6
14031,4
14032,2
14033,3
14034,4
14035,4
14036,1
14037,3
14038,4
14039,2
14040,1
14041,6
14042,5
14043,7
14044,1
14045,1
14046,5
14047,3
14048,3
14049,1
14050,2
14051,5
14052,1
14053,6
14054,1
14055,6
14056,3
14057,7
14058,3
14059,4
14060,4
14061,4
14062,3
14063,3
14064,3
14065,7
14066,2
14067,1
14068,5
14069,3
14070,5
14071,1
14072,2
14073,4
14074,3
14075,4
14076,1
14077,5
14078,7
14079,6
14080,4
14081,3
14082,3
14083,3
14084,7
14085,3
14086,3
14087,3
14088,7
14089,1
14090,5
14091,7
14092,4
14093,3
14094,1
14095,5
14096,7
14097,1
14098,7
14099,4
14100,3
14101,7
14102,3
14103,5
14104,6
14105,7
14106,4
14107,5
14108,3
14109,6
14110,1
14111,6
14112,7
14113,2
14114,3
14115,6
14116,1
14117,5
14118,6
14119,1
14120,3
14121,4
14122,3
14123,1
14124,4
14125,3
