id,elevacao,aspeto,inclinacao,dh_agua,dv_agua,dh_estrada,sombra_9,sombra_12,sombra_15,dh_Incendio,area,solo,floresta
955,3261,100,20,192,47,2592,249,208,78,2726,4,5,2
956,2656,20,20,450,129,797,202,193,121,644,2,13,3
957,2527,36,16,0,0,765,217,203,117,942,2,6,7
958,2223,294,21,212,151,108,156,230,212,511,1,21,4
959,3384,73,25,180,44,3008,240,183,59,2006,4,14,1
960,2870,95,18,306,74,819,246,210,86,874,4,5,3
961,2704,63,23,85,47,95,233,186,73,999,4,5,6
962,3018,197,6,711,93,2123,218,246,163,2588,2,3,3
963,2890,315,7,342,91,1595,201,234,172,1869,2,3,3
964,2092,270,29,150,90,270,131,234,235,85,1,21,4
965,3208,104,14,30,5,2455,243,221,104,2647,4,5,2
966,2916,106,19,451,120,972,249,213,84,899,4,5,3
967,3011,180,6,573,92,1982,223,244,156,2698,2,3,3
968,2641,312,26,210,82,1084,142,211,205,648,2,13,7
969,2694,339,22,420,184,957,166,202,171,633,2,13,7
970,2544,39,17,0,0,824,218,199,111,979,2,6,7
971,2206,65,33,210,144,201,229,155,31,361,1,4,4
972,2175,303,31,270,173,391,120,208,220,108,1,21,4
973,2132,73,27,365,172,408,239,179,53,488,1,4,4
974,2699,76,24,108,50,108,241,186,61,966,4,5,6
975,2557,51,20,42,13,849,225,192,93,977,2,6,7
976,2162,166,33,277,143,543,226,230,107,242,1,4,4
977,2746,64,22,212,89,216,234,189,76,875,4,5,6
978,2633,285,26,153,74,1168,139,229,226,721,2,13,7
979,2510,323,21,30,12,1454,163,214,188,1752,2,2,7
980,3356,21,7,0,0,2802,215,224,146,2222,4,13,1
981,3374,294,15,134,32,2713,178,236,197,2347,4,14,1
982,3352,100,13,277,26,2630,241,222,110,2475,4,14,1
983,2822,104,19,90,26,646,248,214,87,721,4,13,3
984,2584,306,20,60,16,1273,162,224,201,792,2,13,7
985,2595,296,24,85,28,1252,144,224,216,780,2,13,7
986,2529,319,25,60,31,1438,146,207,196,1758,2,2,7
987,2538,318,27,85,37,1410,140,204,199,1782,2,2,7
988,2129,197,33,242,110,598,191,245,164,324,1,4,4
989,2151,177,23,295,134,481,224,245,140,430,1,4,4
990,3379,180,0,175,37,2672,219,238,157,2388,4,14,1
991,2683,296,28,256,124,1158,131,219,222,760,2,13,7
992,2726,308,27,342,167,1107,137,212,210,751,2,13,7
993,2519,318,22,30,11,1505,157,214,194,1692,2,3,7
994,2026,343,25,42,19,108,160,192,165,391,1,9,4
995,2006,73,11,0,0,170,233,218,115,319,1,9,5
996,2026,271,34,60,23,212,114,228,242,277,1,9,4
997,3365,98,17,240,26,2613,246,213,90,2455,4,14,1
998,3344,100,11,323,74,2563,238,226,118,2531,4,14,1
999,2707,87,23,134,71,150,247,195,64,872,4,5,6
1000,2770,325,24,466,211,1073,154,206,189,785,2,13,7
1001,2582,30,19,42,14,972,211,196,115,1012,2,6,7
1002,2024,323,31,30,22,85,127,190,194,458,1,9,4
1003,3377,257,5,150,27,2640,208,243,173,2396,4,14,1
1004,3374,93,13,210,29,2605,241,219,106,2446,4,14,1
1005,2793,51,6,272,5,384,223,227,139,711,4,5,6
1006,2969,167,13,228,67,1622,231,244,143,2735,2,3,3
1007,2637,302,27,150,69,1279,135,215,216,845,2,13,7
1008,2651,297,32,180,84,1260,115,211,227,837,2,13,7
1009,2685,299,29,240,126,1224,128,215,221,824,2,13,7
1010,2107,155,41,120,88,470,229,205,63,285,1,4,4
1011,2070,181,28,134,51,579,216,244,142,342,1,4,4
1012,2051,107,24,180,91,228,252,203,64,420,1,4,4
1013,3341,271,13,424,73,3167,184,244,199,1809,4,14,2
1014,3251,106,9,67,8,2375,235,229,125,2795,4,13,1
1015,2764,89,23,268,123,270,247,197,66,750,4,5,6
1016,2750,87,25,240,118,240,247,191,58,768,4,5,6
1017,2787,323,26,450,228,1140,146,203,192,842,2,13,7
1018,2596,34,24,30,16,1036,208,180,97,947,2,13,7
1019,2616,343,21,60,3,1384,173,204,166,1790,2,3,7
1020,2622,332,26,108,38,1207,150,196,180,1973,2,3,7
1021,2006,53,12,0,0,255,227,215,120,366,1,9,5
1022,2764,87,23,270,132,270,246,196,67,726,4,5,6
1023,2980,174,4,525,59,2118,222,242,155,2227,2,3,3
1024,2725,60,20,124,31,1357,231,195,88,1050,2,13,3
1025,3367,116,16,228,14,2532,246,223,100,2497,4,14,1
1026,3299,92,27,162,29,2398,250,188,49,2697,4,14,1
1027,3261,82,15,95,7,2352,240,212,98,2773,4,14,1
1028,2013,58,23,0,0,319,230,186,78,402,1,9,5
1029,3361,122,17,242,5,2508,247,224,99,2514,4,14,1
1030,3237,69,18,124,47,2089,236,203,92,2366,4,5,2
1031,3172,44,14,30,5,1959,222,210,119,2103,4,5,2
1032,2641,292,27,124,45,1410,133,222,224,977,2,13,7
1033,2778,301,30,371,219,1262,124,211,221,930,2,13,7
1034,2645,31,30,90,56,1120,197,162,84,866,2,13,7
1035,3266,67,14,67,1,2300,233,211,107,2805,4,14,1
1036,2807,12,9,190,9,720,211,221,147,480,4,13,3
1037,2809,49,5,277,11,450,222,229,142,551,4,5,6
1038,2748,107,24,228,116,240,252,203,64,679,4,5,6
1039,2900,127,11,30,-1,1384,239,232,122,2524,2,13,2
1040,2541,330,11,0,0,1705,193,226,172,1473,2,6,7
1041,2647,341,22,30,9,1374,167,200,168,1811,2,3,7
1042,2045,313,23,124,40,170,152,216,201,732,1,2,4
1043,2023,83,29,30,15,361,245,176,0,457,1,2,5
1044,2011,58,9,0,0,382,227,222,129,446,1,9,5
1045,1974,125,22,85,21,124,250,219,86,390,1,4,4
1046,3389,65,13,85,11,2674,232,214,112,2295,4,14,1
1047,3317,101,14,127,24,2355,242,221,106,2696,4,14,1
1048,3273,0,9,190,37,2135,206,222,154,2560,4,5,2
1049,2792,104,18,335,160,360,248,214,88,576,4,5,6
1050,2681,99,29,108,49,120,252,187,42,750,4,5,6
1051,2832,41,17,85,12,1170,219,200,110,2295,2,13,2
1052,2548,318,18,0,0,1719,169,221,190,1456,2,3,7
1053,2798,121,16,361,0,391,246,225,103,534,4,5,6
1054,2812,279,25,430,245,1328,146,234,224,1020,2,3,7
1055,2651,28,29,42,21,1230,195,164,90,755,2,13,7
1056,2630,299,29,153,95,1606,127,214,221,1571,2,3,7
1057,2124,279,19,242,122,295,165,239,212,638,1,4,4
1058,2025,33,19,42,9,424,213,195,111,503,1,2,5
1059,2022,19,14,30,6,446,209,210,136,495,1,2,5
1060,2018,27,9,0,0,467,217,221,140,488,1,2,5
1061,2034,55,22,30,-2,547,228,188,83,524,1,2,5
1062,3390,59,10,124,12,2610,228,219,124,2357,4,14,1
1063,3383,350,5,150,5,2529,210,231,159,2447,4,14,1
1064,3291,78,15,30,8,2255,238,212,102,2804,4,14,1
1065,2751,103,22,240,119,270,250,206,73,595,4,5,6
1066,2622,288,26,134,86,1648,139,228,224,1530,2,3,7
1067,2685,25,19,30,15,1476,207,196,120,1718,2,3,7
1068,2022,302,29,30,17,85,129,213,218,780,1,9,4
1069,2037,309,29,60,34,108,130,207,211,769,1,9,4
1070,2028,258,16,0,0,424,181,248,204,607,1,9,4
1071,1889,353,30,95,39,67,153,172,146,600,1,21,7
1072,3415,70,6,212,37,2673,226,229,137,2291,4,14,1
1073,2769,114,20,300,137,330,250,215,83,531,4,5,6
1074,2914,227,10,240,28,1852,206,250,180,1710,2,13,6
1075,2692,29,25,124,62,1277,202,177,100,706,2,13,7
1076,2686,23,26,95,56,1283,195,176,107,700,2,13,7
1077,2699,6,15,60,29,1518,201,210,145,1678,2,3,7
1078,2753,334,27,216,-18,1273,149,194,178,1984,2,3,7
1079,2059,340,18,95,56,150,178,210,169,731,1,2,4
1080,2040,358,24,60,22,509,176,188,144,547,1,2,5
1081,1905,19,27,134,58,120,188,171,108,636,1,21,7
1082,3312,86,13,60,12,2256,239,217,107,2766,4,14,1
1083,3100,77,9,323,-82,1565,232,224,125,1302,4,5,2
1084,2721,102,25,182,89,212,252,200,61,607,4,5,6
1085,2912,252,10,210,26,1871,197,247,188,1687,2,13,6
1086,1879,28,19,30,12,95,209,196,117,778,1,21,7
1087,3303,57,10,0,0,2197,227,219,125,2832,4,14,1
1088,2741,109,19,247,109,277,249,214,85,541,4,5,6
1089,2718,101,24,190,86,218,251,199,61,592,4,5,6
1090,2734,34,28,201,104,1323,204,168,85,664,2,13,7
1091,2724,36,28,175,94,1321,205,167,81,655,2,13,7
1092,2565,62,17,0,0,1729,232,202,97,1276,2,6,7
1093,2660,319,37,180,12,1650,102,179,203,1544,2,3,7
1094,2767,331,24,134,-4,1358,157,203,181,1907,2,3,7
1095,2072,346,19,150,67,190,181,207,163,664,1,2,4
1096,1905,33,27,90,46,150,204,171,89,725,1,4,7
1097,1919,44,26,162,68,150,216,173,77,706,1,21,7
1098,1906,356,20,150,55,120,184,201,151,726,1,21,7
1099,1888,33,22,150,46,108,209,185,103,735,1,21,7
1100,3298,15,11,85,2,2122,210,217,143,2833,4,14,1
1101,3296,3,12,124,10,2089,204,217,150,2773,4,14,1
1102,2976,64,23,553,149,1263,234,188,74,604,4,5,2
1103,2897,242,7,150,11,1867,207,246,177,1602,2,13,6
1104,2618,301,52,124,59,1789,0,157,231,1396,2,3,7
1105,2755,319,25,85,2,1442,148,209,197,1812,2,3,7
1106,2039,128,13,0,0,480,242,231,116,674,1,4,5
1107,1948,84,19,0,0,90,243,205,85,402,1,4,4
1108,1972,15,34,216,123,190,170,152,101,721,1,21,7
1109,2662,82,24,95,8,150,245,191,63,674,4,5,6
1110,2898,199,9,120,12,1931,217,248,165,1617,2,13,6
1111,2949,308,6,216,22,2014,204,236,171,1940,2,3,3
1112,2761,34,29,228,124,1263,201,162,80,607,2,13,7
1113,2581,311,24,30,10,1702,148,215,204,1275,2,3,7
1114,2785,324,19,85,0,1403,170,217,185,1888,2,3,7
1115,2801,14,15,228,-5,1273,205,209,138,2089,2,3,7
1116,2078,311,33,95,73,150,115,197,213,644,1,2,4
1117,2041,112,25,30,2,510,253,203,62,685,1,4,5
1118,1896,337,12,30,6,175,195,224,168,732,1,21,7
1119,1951,33,36,150,96,150,188,137,60,907,1,21,7
1120,1977,42,33,256,128,228,205,149,55,752,1,21,7
1121,1916,24,25,212,74,175,197,177,105,789,1,21,7
1122,2764,103,15,228,60,390,244,219,100,417,4,5,6
1123,2739,98,18,175,35,309,247,211,86,497,4,5,6
1124,2677,82,22,85,23,192,244,195,70,636,4,5,6
1125,2902,242,12,95,19,1996,196,250,191,1635,2,13,6
1126,2929,79,11,190,16,1033,235,220,115,2197,2,3,3
1127,2724,56,25,108,43,1230,227,180,72,543,2,13,7
1128,2761,314,20,30,8,1506,163,220,195,1765,2,3,7
1129,2039,88,25,30,6,511,248,189,0,671,1,4,5
1130,2076,297,32,90,39,391,114,210,227,566,1,2,4
1131,1936,48,28,127,57,190,217,168,68,644,1,4,7
1132,1901,311,9,30,2,190,195,234,179,726,1,4,7
1133,1967,40,35,180,112,180,199,143,54,918,1,21,7
1134,1927,333,27,218,72,190,149,195,180,859,1,21,7
1135,2931,78,23,404,104,1154,242,191,66,457,4,5,6
1136,2800,114,15,240,13,541,244,224,106,277,4,5,6
1137,2662,256,20,180,9,1276,171,248,213,1170,2,13,6
1138,2673,255,18,180,20,1298,175,248,209,1172,2,13,6
1139,2828,31,32,534,239,1271,194,152,75,743,2,13,3
1140,2805,26,24,309,168,1209,202,182,107,577,2,13,7
1141,2715,313,11,218,33,1748,189,231,182,1471,2,3,7
1142,2122,341,23,175,117,234,165,198,168,564,1,2,4
1143,2176,307,26,424,165,485,141,215,210,514,1,2,4
1144,2723,95,19,108,19,301,246,209,84,503,4,5,6
1145,2694,251,13,124,0,1387,191,249,195,1150,2,13,6
1146,2782,330,21,30,16,1550,165,209,181,1747,2,3,7
1147,2802,322,19,0,0,1490,169,218,187,1834,2,3,7
1148,2227,170,12,258,91,85,229,245,146,330,1,21,4
1149,2046,84,29,30,16,518,246,177,39,646,1,4,5
1150,2032,81,10,0,0,488,234,222,118,618,1,9,5
1151,2105,263,26,120,66,371,147,242,228,510,1,2,4
1152,2063,27,38,150,115,228,176,133,66,384,1,2,4
1153,1919,30,22,67,9,256,208,188,107,661,1,4,7
1154,2062,360,30,300,213,272,162,171,135,845,1,21,7
1155,2811,108,10,182,24,646,238,228,120,170,4,5,6
1156,2784,88,12,180,-2,510,238,220,112,295,4,5,6
1157,2838,231,12,90,24,1855,200,251,187,1374,2,13,6
1158,2809,118,5,335,86,1224,228,236,142,595,2,3,3
1159,2217,111,6,182,81,192,230,234,137,379,1,21,4
1160,1980,9,37,30,15,90,154,141,103,218,1,2,4
1161,1968,45,35,277,118,272,206,142,44,918,1,21,7
1162,1903,67,16,108,36,120,234,207,100,969,1,11,4
1163,2981,100,22,430,154,1213,250,203,70,518,4,5,6
1164,2941,87,23,350,114,1172,246,195,65,430,4,5,6
1165,2691,88,21,30,12,210,246,200,72,577,4,5,6
1166,2882,198,4,0,0,1996,218,243,161,1465,2,13,6
1167,2116,260,25,192,102,258,151,244,226,499,1,2,4
1168,1980,3,22,300,125,300,185,193,140,927,1,4,7
1169,2055,327,37,360,206,330,108,172,189,918,1,21,7
1170,2048,61,32,379,199,362,227,157,38,900,1,4,7
1171,2013,343,36,360,162,331,126,162,160,924,1,21,7
1172,2027,2,39,360,176,330,139,138,114,930,1,21,7
1173,2792,119,12,120,5,570,241,229,117,218,4,5,6
1174,2665,89,27,30,-13,150,248,185,48,633,4,5,6
1175,2643,264,22,67,-9,1337,158,244,221,1050,2,13,6
1176,2751,247,17,42,-5,1681,183,251,204,1142,2,13,6
1177,2888,317,9,30,6,2038,197,233,175,1464,2,13,6
1178,2828,334,19,90,33,1560,175,212,175,1812,2,3,7
1179,2083,310,35,60,60,150,107,193,215,642,1,2,4
1180,2045,108,24,30,10,541,252,206,68,618,1,4,5
1181,2105,32,25,361,41,365,205,178,97,932,1,21,7
1182,2042,41,32,371,-21,400,206,154,62,932,1,4,7
1183,2896,105,22,216,69,1072,251,207,72,301,4,5,6
1184,2783,121,13,90,-3,540,241,229,116,242,4,5,6
1185,2649,94,26,67,-29,120,250,190,51,661,4,5,6
1186,2695,276,11,0,0,1487,191,242,191,1036,2,13,6
1187,2715,288,10,0,0,1579,193,239,186,1063,2,13,6
1188,2721,280,11,0,0,1602,190,241,191,1072,2,13,6
1189,2734,269,13,0,0,1650,185,244,199,1092,2,13,6
1190,2861,274,15,30,2,1982,178,242,203,1360,2,13,6
1191,2902,266,9,0,0,2143,197,244,187,1530,2,13,6
1192,2209,293,21,376,204,443,157,230,211,371,1,21,4
1193,2911,120,19,256,84,1110,249,220,91,360,4,5,6
1194,2876,111,27,175,49,1050,254,199,54,270,4,5,6
1195,2796,130,16,60,9,630,244,229,109,150,4,5,6
1196,2741,85,22,458,63,872,245,197,70,1173,2,3,3
1197,2653,268,21,0,0,1401,161,243,218,990,2,13,6
1198,2820,308,17,30,13,1897,172,227,195,1224,2,13,6
1199,2884,261,9,0,0,2063,199,245,185,1400,2,13,6
1200,2856,53,16,60,21,721,227,205,107,1920,2,13,3
1201,2922,14,18,658,59,1199,201,200,133,819,2,13,3
1202,2113,141,20,30,2,457,245,231,106,424,1,4,4
1203,2112,15,39,175,101,242,157,133,87,511,1,2,4
1204,2102,353,30,212,78,277,155,174,146,467,1,2,4
1205,2125,291,23,277,114,339,149,229,217,408,1,2,4
1206,2224,326,14,361,165,484,184,224,179,335,1,21,4
1207,2038,137,19,30,1,591,246,229,104,636,1,4,5
1208,2051,295,25,391,196,400,141,224,219,969,1,4,7
1209,2084,335,38,404,20,420,111,163,175,1019,1,21,7
1210,2914,123,22,277,87,1082,251,216,81,391,4,5,6
1211,2746,139,19,30,7,421,245,231,107,361,4,5,6
1212,2607,284,20,0,0,1340,161,236,214,964,2,13,6
1213,2653,268,21,0,0,1423,162,243,218,960,2,13,6
1214,2836,269,10,42,-7,1956,195,244,188,1237,2,13,6
1215,2855,345,14,180,60,1615,192,217,163,1825,2,13,7
1216,2093,47,12,30,-6,342,224,214,122,400,1,2,7
1217,2094,358,22,42,16,216,180,193,146,474,1,2,7
1218,2052,122,29,42,16,658,254,203,56,693,1,4,5
1219,2121,85,23,247,91,361,246,194,66,335,1,4,4
1220,1992,288,17,247,70,420,169,236,206,819,1,4,7
1221,2089,274,25,342,25,450,145,237,227,1044,1,4,7
1222,2029,107,34,330,162,360,254,178,23,992,1,11,4
1223,2897,129,21,242,70,1050,249,222,91,365,4,5,6
1224,2747,121,16,30,-6,454,246,225,103,335,4,5,6
1225,2689,117,27,67,-33,247,254,204,60,543,4,5,6
1226,2744,281,13,60,9,1729,183,241,197,1020,2,13,6
1227,2796,261,17,90,27,1897,177,247,207,1123,2,13,6
1228,2836,273,9,67,-7,1981,196,243,186,1214,2,13,6
1229,2896,283,9,90,5,2188,196,241,184,1448,2,13,6
1230,2110,41,24,285,80,361,215,181,89,301,1,4,4
1231,1988,79,18,60,20,247,241,204,87,469,1,4,7
1232,3131,70,17,573,-43,1113,236,205,96,994,4,5,3
1233,2987,105,35,480,160,1055,253,175,19,607,4,5,3
1234,2792,81,9,0,0,658,232,225,125,150,4,5,6
1235,2782,74,12,30,-4,604,235,217,112,201,4,5,6
1236,2860,243,15,90,16,2076,190,251,197,1273,2,13,6
1237,2958,48,17,134,33,792,224,201,105,1917,2,13,3
1238,2132,15,25,30,6,424,189,180,119,446,1,2,7
1239,2097,26,21,0,0,300,204,188,113,601,1,2,4
1240,2176,310,33,150,128,313,115,198,213,484,1,2,4
1241,2120,9,34,268,155,335,162,154,112,210,1,2,4
1242,2075,285,27,319,11,503,134,227,227,997,1,4,7
1243,2790,74,10,30,-1,618,232,222,122,192,4,5,6
1244,2744,96,17,30,-7,458,245,214,92,351,4,5,6
1245,2735,103,16,30,-8,433,245,217,96,379,4,5,6
1246,2871,356,15,272,76,1740,196,213,154,1723,2,13,7
1247,2138,9,25,108,32,424,185,183,127,306,1,2,7
1248,2139,27,27,283,106,426,198,172,97,331,1,4,4
1249,2015,33,28,85,50,127,203,167,85,67,1,4,4
1250,2001,271,15,309,81,510,179,244,204,816,1,4,7
1251,2776,107,16,85,-10,552,245,220,99,258,4,5,6
1252,2760,110,16,67,8,497,246,220,97,309,4,5,6
1253,2732,116,19,60,-19,417,249,218,89,390,4,5,6
1254,2654,273,16,30,1,1504,175,243,206,841,2,13,6
1255,2877,359,12,301,82,1765,202,218,153,1719,2,13,7
1256,2883,341,16,301,88,1698,186,215,167,1839,2,8,7
1257,2144,24,26,120,16,566,196,174,103,309,1,2,7
1258,2126,344,17,153,30,323,183,211,164,382,1,2,7
1259,2040,288,7,30,-3,716,201,240,178,684,1,9,5
1260,2050,287,21,42,12,691,159,234,214,663,1,9,5
1261,2083,225,25,255,25,569,178,254,203,1012,1,4,7
1262,3260,170,18,600,72,1476,230,245,140,2317,4,14,2
1263,2816,60,12,0,0,800,229,215,118,190,4,5,6
1264,2180,33,31,134,54,532,197,155,76,319,1,2,7
1265,2041,61,6,0,0,757,225,228,137,648,1,9,5
1266,2005,352,14,309,67,570,194,214,158,771,1,4,7
1267,2063,221,24,258,5,589,184,254,197,977,1,4,7
1268,3132,150,11,457,-42,1020,235,240,134,1159,4,5,3
1269,2809,72,12,60,3,677,234,216,112,218,4,5,6
1270,2801,89,14,60,-1,648,240,217,104,228,4,5,6
1271,2765,231,18,175,39,1894,189,253,198,932,2,13,6
1272,2183,330,25,180,58,552,153,201,182,212,1,2,7
1273,2055,189,9,0,0,918,221,247,160,351,1,9,5
1274,2046,3,5,30,0,774,214,231,155,641,1,9,5
1275,2152,268,32,212,114,594,121,232,240,495,1,2,4
1276,2751,234,17,134,25,1891,189,253,198,890,2,13,6
1277,2973,80,14,30,11,1546,238,213,102,1950,2,3,3
1278,2147,51,24,255,101,323,223,180,78,376,1,2,7
1279,2062,357,20,30,7,914,184,199,149,313,1,9,5
1280,2056,22,11,30,1,960,213,217,139,371,1,9,5
1281,2055,198,15,0,0,967,214,252,169,430,1,9,5
1282,2051,131,18,30,5,841,246,227,102,577,1,4,5
1283,2048,284,4,30,2,792,209,240,169,636,1,9,5
1284,2078,274,26,127,14,700,142,236,228,618,1,2,4
1285,2020,15,23,180,44,510,194,187,123,582,1,2,7
1286,2022,340,15,342,-35,631,188,217,168,849,1,4,7
1287,2100,143,27,85,36,661,246,223,86,916,1,21,4
1288,2833,105,14,90,10,815,243,222,106,285,4,5,6
1289,2660,238,26,42,12,1473,163,251,217,1291,2,16,7
1290,2184,6,21,153,38,335,190,195,137,446,1,2,3
1291,2170,218,25,0,0,306,185,254,195,446,1,2,4
1292,2056,56,7,0,0,858,225,226,135,218,1,4,5
1293,2062,322,21,30,3,882,162,214,189,247,1,9,5
1294,2044,270,2,0,0,834,214,239,163,603,1,9,5
1295,2858,177,10,192,29,810,225,246,153,384,4,5,6
1296,2803,139,22,134,-19,693,247,227,96,301,4,5,6
1297,2660,76,14,0,0,1364,237,212,104,731,2,13,6
1298,2706,286,10,0,0,1760,193,240,186,731,2,13,6
1299,2871,49,13,192,18,742,225,211,118,95,2,3,3
1300,2215,331,26,270,92,636,149,197,182,134,1,2,7
1301,2188,27,16,295,67,525,212,205,126,170,1,2,7
1302,2067,103,21,0,0,853,250,208,76,182,1,4,5
1303,2062,304,7,0,0,876,201,237,175,212,1,9,5
1304,2059,311,17,30,7,807,170,225,194,661,1,9,5
1305,2059,78,39,150,119,175,237,140,0,297,1,4,4
1306,2055,323,32,30,23,404,124,189,196,395,1,2,7
1307,2057,332,28,247,81,592,145,193,181,633,1,2,7
1308,2855,188,7,300,28,781,221,245,159,488,4,5,6
1309,2809,140,20,150,-13,751,246,229,102,331,4,5,6
1310,3029,11,11,335,96,642,208,217,145,1699,2,3,3
1311,2742,41,23,255,14,1061,216,183,91,810,2,13,3
1312,2655,339,8,0,0,1441,203,228,164,1290,2,6,7
1313,2057,35,24,30,10,966,209,178,93,480,1,2,5
1314,2052,29,16,0,0,942,213,204,123,510,1,9,5
1315,2057,315,18,0,0,850,169,222,192,630,1,9,5
1316,2001,103,46,90,66,120,244,138,0,361,1,4,4
1317,1940,106,34,30,6,60,253,178,0,408,1,4,4
1318,1931,214,7,0,0,30,213,247,0,433,1,4,4
1319,2047,318,40,228,159,218,89,171,205,42,1,2,4
1320,2128,24,34,150,106,300,181,147,82,212,1,2,7
1321,2073,42,36,162,-28,534,201,140,48,541,1,2,7
1322,2108,240,17,120,44,474,186,252,201,752,1,21,4
1323,2070,97,31,242,60,323,251,179,32,700,1,11,4
1324,2792,134,22,182,-30,720,249,223,91,360,4,5,6
1325,2713,135,27,192,60,510,250,216,75,417,4,5,6
1326,2728,294,9,0,0,1889,194,238,184,726,2,13,6
1327,2740,281,8,30,4,1952,199,241,182,774,2,13,6
1328,2756,244,12,30,9,2016,195,250,192,830,2,13,6
1329,2891,339,19,108,32,700,174,208,171,1744,2,13,3
1330,2165,86,27,330,115,390,247,185,50,277,1,21,7
1331,2062,88,19,0,0,892,244,206,84,182,1,4,5
1332,2058,257,11,0,0,914,195,247,190,212,1,9,5
1333,2006,351,29,124,98,150,155,177,150,404,1,2,4
1334,2113,310,46,270,91,268,59,162,218,90,1,2,4
1335,2753,124,24,240,-69,630,252,214,75,400,4,5,6
1336,2714,115,12,67,18,1240,241,227,114,768,2,13,6
1337,2647,58,9,30,5,1513,227,221,127,612,2,13,2
1338,2726,301,11,42,-1,1883,189,235,186,685,2,13,6
1339,2781,241,20,67,25,2103,178,252,208,870,2,13,3
1340,2959,12,18,67,11,331,200,202,135,1530,2,13,3
1341,2238,58,20,360,112,660,230,193,87,30,1,21,7
1342,2210,92,12,390,85,510,238,222,112,153,1,21,7
1343,2201,101,16,390,80,480,245,217,97,182,1,21,7
1344,2171,55,27,330,121,390,225,172,64,272,1,2,7
1345,2078,103,30,42,16,891,253,187,39,162,1,4,5
1346,2063,100,18,30,1,912,247,212,87,190,1,4,5
1347,2057,257,8,0,0,934,201,245,183,218,1,9,5
1348,2099,68,34,85,47,1026,232,153,25,454,1,4,4
1349,2200,300,39,124,58,716,88,194,230,566,1,2,4
1350,2093,357,32,362,-87,767,154,166,137,781,1,2,7
1351,2084,22,29,330,26,781,187,164,98,841,1,2,7
1352,2076,168,8,150,18,711,227,243,150,870,1,21,4
1353,2809,141,22,247,-13,690,246,228,99,446,4,5,6
1354,2704,107,14,30,8,1282,243,223,106,726,2,13,6
1355,2696,92,11,0,0,1307,238,222,114,708,2,13,6
1356,2748,326,10,30,6,2015,195,229,173,745,2,13,6
1357,2678,290,13,30,11,1443,182,238,195,1383,2,6,7
1358,2192,33,23,360,142,421,209,183,101,240,1,2,7
1359,2258,322,22,127,20,379,159,212,191,492,1,2,4
1360,2049,127,20,60,0,618,248,223,94,787,1,21,4
1361,3327,123,5,842,100,4650,228,236,142,1718,4,13,1
1362,3339,203,17,726,112,4097,209,253,174,2024,4,13,1
1363,2816,162,21,309,-6,660,235,240,125,510,4,5,6
1364,2788,147,18,270,-34,663,242,235,115,459,4,5,6
1365,2759,17,25,212,108,1199,190,178,115,1087,2,13,3
1366,2678,10,12,0,0,1401,207,216,145,1355,2,6,7
1367,2270,25,22,395,121,577,203,187,112,212,1,2,7
1368,2265,355,21,408,122,636,181,198,151,153,1,2,7
1369,2257,55,13,420,121,693,228,211,114,42,1,21,7
1370,2141,49,32,182,90,247,215,155,51,421,1,2,7
1371,2185,285,39,134,108,258,88,208,243,633,1,2,4
1372,2361,304,15,30,8,787,176,231,195,331,1,2,4
1373,2147,110,31,342,203,365,254,190,39,361,1,4,4
1374,2032,303,44,153,136,182,65,175,228,175,1,2,4
1375,3304,144,10,741,77,4468,235,238,133,1827,4,13,1
1376,2809,181,22,301,88,630,221,248,148,566,4,5,6
1377,2759,320,8,67,6,2079,199,233,173,721,2,13,6
1378,2769,309,13,0,0,2143,184,231,187,787,2,13,6
1379,2773,301,11,0,0,2164,189,235,186,811,2,13,6
1380,2988,285,18,95,17,1438,168,237,208,1871,2,3,3
1381,2890,238,4,212,71,1441,212,244,170,1956,2,8,3
1382,2111,317,31,150,72,192,124,196,204,752,1,2,4
1383,2278,283,20,127,-19,485,161,237,214,469,1,2,4
1384,2064,335,13,30,-11,955,189,221,171,212,1,9,5
1385,2077,83,30,242,144,256,245,172,34,418,1,4,4
1386,2141,24,33,361,83,841,183,151,86,819,1,2,7
1387,1962,87,20,124,50,124,245,203,79,541,1,11,4
1388,2795,176,24,268,42,601,224,244,138,624,4,5,6
1389,2244,19,14,421,123,524,208,209,135,175,1,2,7
1390,2206,43,26,285,155,351,215,174,80,342,1,21,7
1391,2192,53,31,256,141,323,220,158,50,371,1,16,7
1392,2064,98,5,0,0,937,228,233,138,201,1,9,5
1393,2163,19,30,182,-17,721,184,163,101,648,1,2,7
1394,2013,163,23,85,25,256,234,239,122,532,1,11,4
1395,3289,208,11,655,62,4367,212,251,173,1924,4,13,1
1396,3310,207,11,630,83,4191,213,250,171,2023,4,13,1
1397,3442,193,22,641,-24,3466,212,251,163,2529,4,14,2
1398,2784,176,23,242,78,570,225,245,140,604,4,5,6
1399,2699,310,20,30,12,1358,163,223,198,1396,2,6,2
1400,2231,89,12,379,131,446,239,220,109,268,1,21,7
1401,2248,297,30,228,-26,433,123,215,225,573,1,2,4
1402,2190,298,35,30,16,830,103,203,229,680,1,2,4
1403,2234,292,37,85,25,785,95,205,236,636,1,2,4
1404,2128,131,31,350,193,362,252,206,57,454,1,4,4
1405,1993,48,31,60,55,134,214,157,56,532,1,2,4
1406,1918,321,28,42,17,85,139,201,196,402,1,2,4
1407,2731,77,9,0,0,1253,232,224,125,732,2,13,2
